,node.objClass,pedestrian_count,node.serialno,node.time,date,year,month,day,location
162,pedestrian,1780.0,SWLSANDBOX1,2019-08-01T00:00:00-05:00,2019-08-01,2019,08,01,streetscape
163,pedestrian,516.0,SWLSANDBOX1,2019-08-02T00:00:00-05:00,2019-08-02,2019,08,02,streetscape
164,pedestrian,5.0,SWLSANDBOX1,2019-08-03T00:00:00-05:00,2019-08-03,2019,08,03,streetscape
165,pedestrian,392.0,SWLSANDBOX1,2019-08-04T00:00:00-05:00,2019-08-04,2019,08,04,streetscape
166,pedestrian,18.0,SWLSANDBOX1,2019-08-05T00:00:00-05:00,2019-08-05,2019,08,05,streetscape
167,pedestrian,1018.0,SWLSANDBOX1,2019-08-06T00:00:00-05:00,2019-08-06,2019,08,06,streetscape
168,pedestrian,586.0,SWLSANDBOX1,2019-08-07T00:00:00-05:00,2019-08-07,2019,08,07,streetscape
169,pedestrian,1463.0,SWLSANDBOX1,2019-08-08T00:00:00-05:00,2019-08-08,2019,08,08,streetscape
170,pedestrian,1000.0,SWLSANDBOX1,2019-08-09T00:00:00-05:00,2019-08-09,2019,08,09,streetscape
171,pedestrian,59.0,SWLSANDBOX1,2019-08-10T00:00:00-05:00,2019-08-10,2019,08,10,streetscape
172,pedestrian,2550.0,SWLSANDBOX1,2019-08-11T00:00:00-05:00,2019-08-11,2019,08,11,streetscape
173,pedestrian,1688.0,SWLSANDBOX1,2019-08-12T00:00:00-05:00,2019-08-12,2019,08,12,streetscape
174,pedestrian,923.0,SWLSANDBOX1,2019-08-13T00:00:00-05:00,2019-08-13,2019,08,13,streetscape
175,pedestrian,599.0,SWLSANDBOX1,2019-08-14T00:00:00-05:00,2019-08-14,2019,08,14,streetscape
176,pedestrian,4458.0,SWLSANDBOX1,2019-08-15T00:00:00-05:00,2019-08-15,2019,08,15,streetscape
177,pedestrian,1015.0,SWLSANDBOX1,2019-08-16T00:00:00-05:00,2019-08-16,2019,08,16,streetscape
178,pedestrian,75.0,SWLSANDBOX1,2019-08-17T00:00:00-05:00,2019-08-17,2019,08,17,streetscape
179,pedestrian,2979.0,SWLSANDBOX1,2019-08-18T00:00:00-05:00,2019-08-18,2019,08,18,streetscape
180,pedestrian,1515.0,SWLSANDBOX1,2019-08-19T00:00:00-05:00,2019-08-19,2019,08,19,streetscape
181,pedestrian,1500.0,SWLSANDBOX1,2019-08-20T00:00:00-05:00,2019-08-20,2019,08,20,streetscape
182,pedestrian,733.0,SWLSANDBOX1,2019-08-21T00:00:00-05:00,2019-08-21,2019,08,21,streetscape
183,pedestrian,437.0,SWLSANDBOX1,2019-08-22T00:00:00-05:00,2019-08-22,2019,08,22,streetscape
184,pedestrian,361.0,SWLSANDBOX1,2019-08-23T00:00:00-05:00,2019-08-23,2019,08,23,streetscape
185,pedestrian,114.0,SWLSANDBOX1,2019-08-24T00:00:00-05:00,2019-08-24,2019,08,24,streetscape
186,pedestrian,5715.0,SWLSANDBOX1,2019-08-25T00:00:00-05:00,2019-08-25,2019,08,25,streetscape
187,pedestrian,1052.0,SWLSANDBOX1,2019-08-26T00:00:00-05:00,2019-08-26,2019,08,26,streetscape
188,pedestrian,336.0,SWLSANDBOX1,2019-08-27T00:00:00-05:00,2019-08-27,2019,08,27,streetscape
189,pedestrian,743.0,SWLSANDBOX1,2019-08-28T00:00:00-05:00,2019-08-28,2019,08,28,streetscape
190,pedestrian,433.0,SWLSANDBOX1,2019-08-29T00:00:00-05:00,2019-08-29,2019,08,29,streetscape
191,pedestrian,325.0,SWLSANDBOX1,2019-08-30T00:00:00-05:00,2019-08-30,2019,08,30,streetscape
192,pedestrian,12.0,SWLSANDBOX1,2019-08-31T00:00:00-05:00,2019-08-31,2019,08,31,streetscape
193,pedestrian,264.0,SWLSANDBOX1,2019-09-01T00:00:00-05:00,2019-09-01,2019,09,01,streetscape
194,pedestrian,154.0,SWLSANDBOX1,2019-09-02T00:00:00-05:00,2019-09-02,2019,09,02,streetscape
195,pedestrian,441.0,SWLSANDBOX1,2019-09-03T00:00:00-05:00,2019-09-03,2019,09,03,streetscape
196,pedestrian,604.0,SWLSANDBOX1,2019-09-04T00:00:00-05:00,2019-09-04,2019,09,04,streetscape
197,pedestrian,468.0,SWLSANDBOX1,2019-09-05T00:00:00-05:00,2019-09-05,2019,09,05,streetscape
198,pedestrian,594.0,SWLSANDBOX1,2019-09-06T00:00:00-05:00,2019-09-06,2019,09,06,streetscape
199,pedestrian,5.0,SWLSANDBOX1,2019-09-07T00:00:00-05:00,2019-09-07,2019,09,07,streetscape
200,pedestrian,899.0,SWLSANDBOX1,2019-09-08T00:00:00-05:00,2019-09-08,2019,09,08,streetscape
201,pedestrian,1293.0,SWLSANDBOX1,2019-09-09T00:00:00-05:00,2019-09-09,2019,09,09,streetscape
202,pedestrian,6056.0,SWLSANDBOX1,2019-09-10T00:00:00-05:00,2019-09-10,2019,09,10,streetscape
203,pedestrian,1733.0,SWLSANDBOX1,2019-09-11T00:00:00-05:00,2019-09-11,2019,09,11,streetscape
204,pedestrian,1298.0,SWLSANDBOX1,2019-09-12T00:00:00-05:00,2019-09-12,2019,09,12,streetscape
205,pedestrian,1016.0,SWLSANDBOX1,2019-09-13T00:00:00-05:00,2019-09-13,2019,09,13,streetscape
206,pedestrian,207.0,SWLSANDBOX1,2019-09-14T00:00:00-05:00,2019-09-14,2019,09,14,streetscape
207,pedestrian,1101.0,SWLSANDBOX1,2019-09-15T00:00:00-05:00,2019-09-15,2019,09,15,streetscape
208,pedestrian,1182.0,SWLSANDBOX1,2019-09-16T00:00:00-05:00,2019-09-16,2019,09,16,streetscape
209,pedestrian,863.0,SWLSANDBOX1,2019-09-17T00:00:00-05:00,2019-09-17,2019,09,17,streetscape
210,pedestrian,1211.0,SWLSANDBOX1,2019-09-18T00:00:00-05:00,2019-09-18,2019,09,18,streetscape
211,pedestrian,1244.0,SWLSANDBOX1,2019-09-19T00:00:00-05:00,2019-09-19,2019,09,19,streetscape
212,pedestrian,2235.0,SWLSANDBOX1,2019-09-20T00:00:00-05:00,2019-09-20,2019,09,20,streetscape
213,pedestrian,1.0,SWLSANDBOX1,2019-09-21T00:00:00-05:00,2019-09-21,2019,09,21,streetscape
214,pedestrian,1073.0,SWLSANDBOX1,2019-09-22T00:00:00-05:00,2019-09-22,2019,09,22,streetscape
215,pedestrian,457.0,SWLSANDBOX1,2019-09-23T00:00:00-05:00,2019-09-23,2019,09,23,streetscape
216,pedestrian,3357.0,SWLSANDBOX1,2019-09-24T00:00:00-05:00,2019-09-24,2019,09,24,streetscape
217,pedestrian,742.0,SWLSANDBOX1,2019-09-25T00:00:00-05:00,2019-09-25,2019,09,25,streetscape
218,pedestrian,3649.0,SWLSANDBOX1,2019-09-26T00:00:00-05:00,2019-09-26,2019,09,26,streetscape
219,pedestrian,2402.0,SWLSANDBOX1,2019-09-27T00:00:00-05:00,2019-09-27,2019,09,27,streetscape
220,pedestrian,7.0,SWLSANDBOX1,2019-09-28T00:00:00-05:00,2019-09-28,2019,09,28,streetscape
221,pedestrian,508.0,SWLSANDBOX1,2019-09-29T00:00:00-05:00,2019-09-29,2019,09,29,streetscape
222,pedestrian,1471.0,SWLSANDBOX1,2019-09-30T00:00:00-05:00,2019-09-30,2019,09,30,streetscape
223,pedestrian,106.0,SWLSANDBOX1,2019-10-01T00:00:00-05:00,2019-10-01,2019,10,01,streetscape
224,pedestrian,3050.0,SWLSANDBOX1,2019-10-02T00:00:00-05:00,2019-10-02,2019,10,02,streetscape
225,pedestrian,809.0,SWLSANDBOX1,2019-10-03T00:00:00-05:00,2019-10-03,2019,10,03,streetscape
226,pedestrian,728.0,SWLSANDBOX1,2019-10-04T00:00:00-05:00,2019-10-04,2019,10,04,streetscape
227,pedestrian,122.0,SWLSANDBOX1,2019-10-05T00:00:00-05:00,2019-10-05,2019,10,05,streetscape
228,pedestrian,1047.0,SWLSANDBOX1,2019-10-06T00:00:00-05:00,2019-10-06,2019,10,06,streetscape
229,pedestrian,863.0,SWLSANDBOX1,2019-10-07T00:00:00-05:00,2019-10-07,2019,10,07,streetscape
230,pedestrian,1770.0,SWLSANDBOX1,2019-10-08T00:00:00-05:00,2019-10-08,2019,10,08,streetscape
231,pedestrian,1255.0,SWLSANDBOX1,2019-10-09T00:00:00-05:00,2019-10-09,2019,10,09,streetscape
232,pedestrian,1735.0,SWLSANDBOX1,2019-10-10T00:00:00-05:00,2019-10-10,2019,10,10,streetscape
233,pedestrian,601.0,SWLSANDBOX1,2019-10-11T00:00:00-05:00,2019-10-11,2019,10,11,streetscape
234,pedestrian,96.0,SWLSANDBOX1,2019-10-12T00:00:00-05:00,2019-10-12,2019,10,12,streetscape
235,pedestrian,37.0,SWLSANDBOX1,2019-10-13T00:00:00-05:00,2019-10-13,2019,10,13,streetscape
236,pedestrian,5.0,SWLSANDBOX1,2019-10-14T00:00:00-05:00,2019-10-14,2019,10,14,streetscape
237,pedestrian,2429.0,SWLSANDBOX1,2019-10-15T00:00:00-05:00,2019-10-15,2019,10,15,streetscape
238,pedestrian,1810.0,SWLSANDBOX1,2019-10-16T00:00:00-05:00,2019-10-16,2019,10,16,streetscape
239,pedestrian,2955.0,SWLSANDBOX1,2019-10-17T00:00:00-05:00,2019-10-17,2019,10,17,streetscape
240,pedestrian,1498.0,SWLSANDBOX1,2019-10-18T00:00:00-05:00,2019-10-18,2019,10,18,streetscape
241,pedestrian,37.0,SWLSANDBOX1,2019-10-19T00:00:00-05:00,2019-10-19,2019,10,19,streetscape
242,pedestrian,587.0,SWLSANDBOX1,2019-10-20T00:00:00-05:00,2019-10-20,2019,10,20,streetscape
243,pedestrian,393.0,SWLSANDBOX1,2019-10-21T00:00:00-05:00,2019-10-21,2019,10,21,streetscape
244,pedestrian,1199.0,SWLSANDBOX1,2019-10-22T00:00:00-05:00,2019-10-22,2019,10,22,streetscape
245,pedestrian,2686.0,SWLSANDBOX1,2019-10-23T00:00:00-05:00,2019-10-23,2019,10,23,streetscape
246,pedestrian,2184.0,SWLSANDBOX1,2019-10-24T00:00:00-05:00,2019-10-24,2019,10,24,streetscape
247,pedestrian,3651.0,SWLSANDBOX1,2019-10-25T00:00:00-05:00,2019-10-25,2019,10,25,streetscape
248,pedestrian,32.0,SWLSANDBOX1,2019-10-26T00:00:00-05:00,2019-10-26,2019,10,26,streetscape
249,pedestrian,1071.0,SWLSANDBOX1,2019-10-27T00:00:00-05:00,2019-10-27,2019,10,27,streetscape
250,pedestrian,77.0,SWLSANDBOX1,2019-10-28T00:00:00-05:00,2019-10-28,2019,10,28,streetscape
251,pedestrian,2285.0,SWLSANDBOX1,2019-10-29T00:00:00-05:00,2019-10-29,2019,10,29,streetscape
252,pedestrian,714.0,SWLSANDBOX1,2019-10-30T00:00:00-05:00,2019-10-30,2019,10,30,streetscape
253,pedestrian,656.0,SWLSANDBOX1,2019-10-31T00:00:00-05:00,2019-10-31,2019,10,31,streetscape
254,pedestrian,2612.0,SWLSANDBOX1,2019-11-01T00:00:00-05:00,2019-11-01,2019,11,01,streetscape
255,pedestrian,39.0,SWLSANDBOX1,2019-11-02T00:00:00-05:00,2019-11-02,2019,11,02,streetscape
256,pedestrian,5238.0,SWLSANDBOX1,2019-11-03T00:00:00-05:00,2019-11-03,2019,11,03,streetscape
257,pedestrian,586.0,SWLSANDBOX1,2019-11-04T00:00:00-05:00,2019-11-04,2019,11,04,streetscape
258,pedestrian,938.0,SWLSANDBOX1,2019-11-05T00:00:00-05:00,2019-11-05,2019,11,05,streetscape
259,pedestrian,3335.0,SWLSANDBOX1,2019-11-06T00:00:00-05:00,2019-11-06,2019,11,06,streetscape
260,pedestrian,3928.0,SWLSANDBOX1,2019-11-07T00:00:00-05:00,2019-11-07,2019,11,07,streetscape
261,pedestrian,356.0,SWLSANDBOX1,2019-11-08T00:00:00-05:00,2019-11-08,2019,11,08,streetscape
262,pedestrian,35.0,SWLSANDBOX1,2019-11-09T00:00:00-05:00,2019-11-09,2019,11,09,streetscape
263,pedestrian,525.0,SWLSANDBOX1,2019-11-10T00:00:00-05:00,2019-11-10,2019,11,10,streetscape
264,pedestrian,506.0,SWLSANDBOX1,2019-11-11T00:00:00-05:00,2019-11-11,2019,11,11,streetscape
265,pedestrian,2575.0,SWLSANDBOX1,2019-11-12T00:00:00-05:00,2019-11-12,2019,11,12,streetscape
266,pedestrian,2622.0,SWLSANDBOX1,2019-11-13T00:00:00-05:00,2019-11-13,2019,11,13,streetscape
267,pedestrian,3274.0,SWLSANDBOX1,2019-11-14T00:00:00-05:00,2019-11-14,2019,11,14,streetscape
268,pedestrian,2468.0,SWLSANDBOX1,2019-11-15T00:00:00-05:00,2019-11-15,2019,11,15,streetscape
269,pedestrian,2686.0,SWLSANDBOX1,2019-11-16T00:00:00-05:00,2019-11-16,2019,11,16,streetscape
270,pedestrian,256.0,SWLSANDBOX1,2019-11-17T00:00:00-05:00,2019-11-17,2019,11,17,streetscape
271,pedestrian,1193.0,SWLSANDBOX1,2019-11-18T00:00:00-05:00,2019-11-18,2019,11,18,streetscape
272,pedestrian,1829.0,SWLSANDBOX1,2019-11-19T00:00:00-05:00,2019-11-19,2019,11,19,streetscape
273,pedestrian,1942.0,SWLSANDBOX1,2019-11-20T00:00:00-05:00,2019-11-20,2019,11,20,streetscape
274,pedestrian,1735.0,SWLSANDBOX1,2019-11-21T00:00:00-05:00,2019-11-21,2019,11,21,streetscape
275,pedestrian,1680.0,SWLSANDBOX1,2019-11-22T00:00:00-05:00,2019-11-22,2019,11,22,streetscape
276,pedestrian,1652.0,SWLSANDBOX1,2019-11-23T00:00:00-05:00,2019-11-23,2019,11,23,streetscape
277,pedestrian,1886.0,SWLSANDBOX1,2019-11-24T00:00:00-05:00,2019-11-24,2019,11,24,streetscape
278,pedestrian,929.0,SWLSANDBOX1,2019-11-25T00:00:00-05:00,2019-11-25,2019,11,25,streetscape
279,pedestrian,1818.0,SWLSANDBOX1,2019-11-26T00:00:00-05:00,2019-11-26,2019,11,26,streetscape
280,pedestrian,258.0,SWLSANDBOX1,2019-11-27T00:00:00-05:00,2019-11-27,2019,11,27,streetscape
281,pedestrian,187.0,SWLSANDBOX1,2019-11-28T00:00:00-05:00,2019-11-28,2019,11,28,streetscape
282,pedestrian,81.0,SWLSANDBOX1,2019-11-29T00:00:00-05:00,2019-11-29,2019,11,29,streetscape
283,pedestrian,14.0,SWLSANDBOX1,2019-11-30T00:00:00-05:00,2019-11-30,2019,11,30,streetscape
284,pedestrian,1.0,SWLSANDBOX1,2019-12-01T00:00:00-05:00,2019-12-01,2019,12,01,streetscape
285,pedestrian,69.0,SWLSANDBOX1,2019-12-02T00:00:00-05:00,2019-12-02,2019,12,02,streetscape
286,pedestrian,21.0,SWLSANDBOX1,2019-12-03T00:00:00-05:00,2019-12-03,2019,12,03,streetscape
287,pedestrian,21.0,SWLSANDBOX1,2019-12-04T00:00:00-05:00,2019-12-04,2019,12,04,streetscape
288,pedestrian,305.0,SWLSANDBOX1,2019-12-05T00:00:00-05:00,2019-12-05,2019,12,05,streetscape
289,pedestrian,733.0,SWLSANDBOX1,2019-12-06T00:00:00-05:00,2019-12-06,2019,12,06,streetscape
290,pedestrian,71.0,SWLSANDBOX1,2019-12-07T00:00:00-05:00,2019-12-07,2019,12,07,streetscape
291,pedestrian,151.0,SWLSANDBOX1,2019-12-08T00:00:00-05:00,2019-12-08,2019,12,08,streetscape
292,pedestrian,79.0,SWLSANDBOX1,2019-12-09T00:00:00-05:00,2019-12-09,2019,12,09,streetscape
293,pedestrian,115.0,SWLSANDBOX1,2019-12-10T00:00:00-05:00,2019-12-10,2019,12,10,streetscape
294,pedestrian,141.0,SWLSANDBOX1,2019-12-11T00:00:00-05:00,2019-12-11,2019,12,11,streetscape
295,pedestrian,35.0,SWLSANDBOX1,2019-12-12T00:00:00-05:00,2019-12-12,2019,12,12,streetscape
296,pedestrian,66.0,SWLSANDBOX1,2019-12-13T00:00:00-05:00,2019-12-13,2019,12,13,streetscape
297,pedestrian,17.0,SWLSANDBOX1,2019-12-14T00:00:00-05:00,2019-12-14,2019,12,14,streetscape
298,pedestrian,62.0,SWLSANDBOX1,2019-12-15T00:00:00-05:00,2019-12-15,2019,12,15,streetscape
299,pedestrian,110.0,SWLSANDBOX1,2019-12-16T00:00:00-05:00,2019-12-16,2019,12,16,streetscape
300,pedestrian,518.0,SWLSANDBOX1,2019-12-17T00:00:00-05:00,2019-12-17,2019,12,17,streetscape
301,pedestrian,8806.0,SWLSANDBOX1,2019-12-18T00:00:00-05:00,2019-12-18,2019,12,18,streetscape
302,pedestrian,5089.0,SWLSANDBOX1,2019-12-19T00:00:00-05:00,2019-12-19,2019,12,19,streetscape
303,pedestrian,642.0,SWLSANDBOX1,2019-12-20T00:00:00-05:00,2019-12-20,2019,12,20,streetscape
304,pedestrian,2.0,SWLSANDBOX1,2019-12-21T00:00:00-05:00,2019-12-21,2019,12,21,streetscape
305,pedestrian,10.0,SWLSANDBOX1,2019-12-22T00:00:00-05:00,2019-12-22,2019,12,22,streetscape
306,pedestrian,230.0,SWLSANDBOX1,2019-12-23T00:00:00-05:00,2019-12-23,2019,12,23,streetscape
307,pedestrian,8.0,SWLSANDBOX1,2019-12-24T00:00:00-05:00,2019-12-24,2019,12,24,streetscape
308,pedestrian,0.0,SWLSANDBOX1,2019-12-25T00:00:00-05:00,2019-12-25,2019,12,25,streetscape
309,pedestrian,1.0,SWLSANDBOX1,2019-12-26T00:00:00-05:00,2019-12-26,2019,12,26,streetscape
310,pedestrian,268.0,SWLSANDBOX1,2019-12-27T00:00:00-05:00,2019-12-27,2019,12,27,streetscape
311,pedestrian,4763.0,SWLSANDBOX1,2019-12-28T00:00:00-05:00,2019-12-28,2019,12,28,streetscape
312,pedestrian,158.0,SWLSANDBOX1,2019-12-29T00:00:00-05:00,2019-12-29,2019,12,29,streetscape
313,pedestrian,1175.0,SWLSANDBOX1,2019-12-30T00:00:00-05:00,2019-12-30,2019,12,30,streetscape
314,pedestrian,58.0,SWLSANDBOX1,2019-12-31T00:00:00-05:00,2019-12-31,2019,12,31,streetscape
315,pedestrian,66.0,SWLSANDBOX1,2020-01-01T00:00:00-05:00,2020-01-01,2020,01,01,streetscape
316,pedestrian,198.0,SWLSANDBOX1,2020-01-02T00:00:00-05:00,2020-01-02,2020,01,02,streetscape
317,pedestrian,687.0,SWLSANDBOX1,2020-01-03T00:00:00-05:00,2020-01-03,2020,01,03,streetscape
318,pedestrian,1055.0,SWLSANDBOX1,2020-01-04T00:00:00-05:00,2020-01-04,2020,01,04,streetscape
319,pedestrian,1613.0,SWLSANDBOX1,2020-01-05T00:00:00-05:00,2020-01-05,2020,01,05,streetscape
320,pedestrian,1165.0,SWLSANDBOX1,2020-01-06T00:00:00-05:00,2020-01-06,2020,01,06,streetscape
321,pedestrian,305.0,SWLSANDBOX1,2020-01-07T00:00:00-05:00,2020-01-07,2020,01,07,streetscape
322,pedestrian,230.0,SWLSANDBOX1,2020-01-08T00:00:00-05:00,2020-01-08,2020,01,08,streetscape
323,pedestrian,619.0,SWLSANDBOX1,2020-01-09T00:00:00-05:00,2020-01-09,2020,01,09,streetscape
324,pedestrian,245.0,SWLSANDBOX1,2020-01-10T00:00:00-05:00,2020-01-10,2020,01,10,streetscape
