mean_dwell_time,node.pct100,node.pct25,node.pct50,node.pct75,node.serialno,node.time,date,year,month,day,location
26.9,714.26,4.14,9.92,26.03,SWLSANDBOX1,2019-08-01T00:00:00-05:00,2019-08-01,2019,08,01,streetscape
12.05,133.75,2.63,5.22,12.44,SWLSANDBOX1,2019-08-02T00:00:00-05:00,2019-08-02,2019,08,02,streetscape
4.48,11.46,1.58,2.61,5.74,SWLSANDBOX1,2019-08-03T00:00:00-05:00,2019-08-03,2019,08,03,streetscape
8.87,84.37,2.13,4.68,9.92,SWLSANDBOX1,2019-08-04T00:00:00-05:00,2019-08-04,2019,08,04,streetscape
4.91,9.35,2.04,6.2,7.28,SWLSANDBOX1,2019-08-05T00:00:00-05:00,2019-08-05,2019,08,05,streetscape
37.26,694.27,4.13,10.39,29.6,SWLSANDBOX1,2019-08-06T00:00:00-05:00,2019-08-06,2019,08,06,streetscape
21.66,413.11,2.63,5.72,17.73,SWLSANDBOX1,2019-08-07T00:00:00-05:00,2019-08-07,2019,08,07,streetscape
35.21,1246.66,3.67,8.96,28.06,SWLSANDBOX1,2019-08-08T00:00:00-05:00,2019-08-08,2019,08,08,streetscape
22.52,426.41,3.16,8.31,19.73,SWLSANDBOX1,2019-08-09T00:00:00-05:00,2019-08-09,2019,08,09,streetscape
7.82,51.05,2.12,4.63,9.88,SWLSANDBOX1,2019-08-10T00:00:00-05:00,2019-08-10,2019,08,10,streetscape
25.43,551.66,3.65,9.34,24.5,SWLSANDBOX1,2019-08-11T00:00:00-05:00,2019-08-11,2019,08,11,streetscape
30.24,1448.4,3.69,10.42,27.12,SWLSANDBOX1,2019-08-12T00:00:00-05:00,2019-08-12,2019,08,12,streetscape
19.54,253.24,3.13,7.31,18.16,SWLSANDBOX1,2019-08-13T00:00:00-05:00,2019-08-13,2019,08,13,streetscape
56.6,8699.22,2.62,5.74,15.12,SWLSANDBOX1,2019-08-14T00:00:00-05:00,2019-08-14,2019,08,14,streetscape
16.99,895.46,2.63,6.29,16.72,SWLSANDBOX1,2019-08-15T00:00:00-05:00,2019-08-15,2019,08,15,streetscape
23.95,10564.71,2.57,5.2,10.95,SWLSANDBOX1,2019-08-16T00:00:00-05:00,2019-08-16,2019,08,16,streetscape
343.66,16873.27,3.65,10.36,36.02,SWLSANDBOX1,2019-08-17T00:00:00-05:00,2019-08-17,2019,08,17,streetscape
26.56,8497.28,3.12,6.77,16.63,SWLSANDBOX1,2019-08-18T00:00:00-05:00,2019-08-18,2019,08,18,streetscape
21.81,615.82,3.08,6.21,14.61,SWLSANDBOX1,2019-08-19T00:00:00-05:00,2019-08-19,2019,08,19,streetscape
26.88,5033.1,3.63,8.31,20.73,SWLSANDBOX1,2019-08-20T00:00:00-05:00,2019-08-20,2019,08,20,streetscape
26.24,1013.94,3.08,6.72,17.68,SWLSANDBOX1,2019-08-21T00:00:00-05:00,2019-08-21,2019,08,21,streetscape
14.44,928.78,2.55,4.71,10.36,SWLSANDBOX1,2019-08-22T00:00:00-05:00,2019-08-22,2019,08,22,streetscape
24.96,1440.2,3.12,6.24,15.61,SWLSANDBOX1,2019-08-23T00:00:00-05:00,2019-08-23,2019,08,23,streetscape
44.98,2910.51,5.22,10.38,23.92,SWLSANDBOX1,2019-08-24T00:00:00-05:00,2019-08-24,2019,08,24,streetscape
21.56,1431.86,3.05,7.22,19.24,SWLSANDBOX1,2019-08-25T00:00:00-05:00,2019-08-25,2019,08,25,streetscape
25.39,1006.04,2.62,6.2,17.17,SWLSANDBOX1,2019-08-26T00:00:00-05:00,2019-08-26,2019,08,26,streetscape
23.21,576.15,3.13,5.77,17.71,SWLSANDBOX1,2019-08-27T00:00:00-05:00,2019-08-27,2019,08,27,streetscape
21.17,523.65,2.61,6.25,17.17,SWLSANDBOX1,2019-08-28T00:00:00-05:00,2019-08-28,2019,08,28,streetscape
15.72,308.05,2.65,5.7,13.05,SWLSANDBOX1,2019-08-29T00:00:00-05:00,2019-08-29,2019,08,29,streetscape
12.13,656.72,3.12,5.78,9.44,SWLSANDBOX1,2019-08-30T00:00:00-05:00,2019-08-30,2019,08,30,streetscape
4.46,12.46,2.62,3.66,6.2,SWLSANDBOX1,2019-08-31T00:00:00-05:00,2019-08-31,2019,08,31,streetscape
102.05,17877.87,3.13,5.71,9.88,SWLSANDBOX1,2019-09-01T00:00:00-05:00,2019-09-01,2019,09,01,streetscape
116.49,5763.52,7.32,13.6,36.4,SWLSANDBOX1,2019-09-02T00:00:00-05:00,2019-09-02,2019,09,02,streetscape
33.36,3850.23,3.62,7.78,16.12,SWLSANDBOX1,2019-09-03T00:00:00-05:00,2019-09-03,2019,09,03,streetscape
24.56,326.19,3.06,7.23,20.32,SWLSANDBOX1,2019-09-04T00:00:00-05:00,2019-09-04,2019,09,04,streetscape
16.91,394.65,3.59,6.81,13.98,SWLSANDBOX1,2019-09-05T00:00:00-05:00,2019-09-05,2019,09,05,streetscape
27.79,755.19,3.14,8.87,24.55,SWLSANDBOX1,2019-09-06T00:00:00-05:00,2019-09-06,2019,09,06,streetscape
3.03,4.16,2.62,3.12,3.68,SWLSANDBOX1,2019-09-07T00:00:00-05:00,2019-09-07,2019,09,07,streetscape
14.5,262.45,2.63,5.75,15.09,SWLSANDBOX1,2019-09-08T00:00:00-05:00,2019-09-08,2019,09,08,streetscape
31.07,2813.2,3.07,6.31,18.23,SWLSANDBOX1,2019-09-09T00:00:00-05:00,2019-09-09,2019,09,09,streetscape
22.87,995.8,3.07,6.78,18.73,SWLSANDBOX1,2019-09-10T00:00:00-05:00,2019-09-10,2019,09,10,streetscape
17.04,3103.02,2.61,5.74,14.59,SWLSANDBOX1,2019-09-11T00:00:00-05:00,2019-09-11,2019,09,11,streetscape
25.82,1201.58,3.14,7.33,21.8,SWLSANDBOX1,2019-09-12T00:00:00-05:00,2019-09-12,2019,09,12,streetscape
18.6,423.86,3.64,7.34,18.32,SWLSANDBOX1,2019-09-13T00:00:00-05:00,2019-09-13,2019,09,13,streetscape
59.89,2409.38,6.25,15.09,55.09,SWLSANDBOX1,2019-09-14T00:00:00-05:00,2019-09-14,2019,09,14,streetscape
17.99,540.35,3.16,7.81,17.67,SWLSANDBOX1,2019-09-15T00:00:00-05:00,2019-09-15,2019,09,15,streetscape
24.01,2635.1,3.58,7.29,18.68,SWLSANDBOX1,2019-09-16T00:00:00-05:00,2019-09-16,2019,09,16,streetscape
37.3,850.43,3.15,8.84,30.26,SWLSANDBOX1,2019-09-17T00:00:00-05:00,2019-09-17,2019,09,17,streetscape
22.14,2412.95,3.09,6.74,17.18,SWLSANDBOX1,2019-09-18T00:00:00-05:00,2019-09-18,2019,09,18,streetscape
25.66,501.41,3.64,8.8,24.47,SWLSANDBOX1,2019-09-19T00:00:00-05:00,2019-09-19,2019,09,19,streetscape
23.1,1117.64,3.12,7.26,20.25,SWLSANDBOX1,2019-09-20T00:00:00-05:00,2019-09-20,2019,09,20,streetscape
3.12,3.12,3.12,3.12,3.12,SWLSANDBOX1,2019-09-21T00:00:00-05:00,2019-09-21,2019,09,21,streetscape
17.63,507.8,3.08,6.24,16.62,SWLSANDBOX1,2019-09-22T00:00:00-05:00,2019-09-22,2019,09,22,streetscape
17.71,549.24,2.6,5.75,12.5,SWLSANDBOX1,2019-09-23T00:00:00-05:00,2019-09-23,2019,09,23,streetscape
21.3,1666.49,3.13,7.24,19.8,SWLSANDBOX1,2019-09-24T00:00:00-05:00,2019-09-24,2019,09,24,streetscape
28.8,736.07,3.13,7.28,21.95,SWLSANDBOX1,2019-09-25T00:00:00-05:00,2019-09-25,2019,09,25,streetscape
27.41,1131.53,3.15,7.28,20.21,SWLSANDBOX1,2019-09-26T00:00:00-05:00,2019-09-26,2019,09,26,streetscape
23.01,774.39,3.11,7.28,20.4,SWLSANDBOX1,2019-09-27T00:00:00-05:00,2019-09-27,2019,09,27,streetscape
5.43,9.41,2.6,6.28,7.76,SWLSANDBOX1,2019-09-28T00:00:00-05:00,2019-09-28,2019,09,28,streetscape
21.33,545.06,3.15,7.28,19.22,SWLSANDBOX1,2019-09-29T00:00:00-05:00,2019-09-29,2019,09,29,streetscape
21.39,3230.47,3.1,7.26,19.78,SWLSANDBOX1,2019-09-30T00:00:00-05:00,2019-09-30,2019,09,30,streetscape
10.88,152.75,2.62,5.74,9.34,SWLSANDBOX1,2019-10-01T00:00:00-05:00,2019-10-01,2019,10,01,streetscape
21.99,1175.04,2.64,6.77,18.19,SWLSANDBOX1,2019-10-02T00:00:00-05:00,2019-10-02,2019,10,02,streetscape
37.64,4055.66,3.14,7.81,21.32,SWLSANDBOX1,2019-10-03T00:00:00-05:00,2019-10-03,2019,10,03,streetscape
28.65,4618.5,3.16,6.34,17.81,SWLSANDBOX1,2019-10-04T00:00:00-05:00,2019-10-04,2019,10,04,streetscape
32.14,451.16,4.22,7.87,17.65,SWLSANDBOX1,2019-10-05T00:00:00-05:00,2019-10-05,2019,10,05,streetscape
12.58,594.83,2.57,5.16,11.97,SWLSANDBOX1,2019-10-06T00:00:00-05:00,2019-10-06,2019,10,06,streetscape
28.22,1536.93,3.07,6.78,22.37,SWLSANDBOX1,2019-10-07T00:00:00-05:00,2019-10-07,2019,10,07,streetscape
38.15,871.95,4.65,12.96,58.75,SWLSANDBOX1,2019-10-08T00:00:00-05:00,2019-10-08,2019,10,08,streetscape
20.3,1042.01,2.63,5.77,16.12,SWLSANDBOX1,2019-10-09T00:00:00-05:00,2019-10-09,2019,10,09,streetscape
18.81,825.53,2.6,5.7,15.57,SWLSANDBOX1,2019-10-10T00:00:00-05:00,2019-10-10,2019,10,10,streetscape
12.11,389.04,2.56,5.21,10.91,SWLSANDBOX1,2019-10-11T00:00:00-05:00,2019-10-11,2019,10,11,streetscape
11.36,95.85,2.64,5.72,11.98,SWLSANDBOX1,2019-10-12T00:00:00-05:00,2019-10-12,2019,10,12,streetscape
12.78,58.89,2.59,7.82,21.84,SWLSANDBOX1,2019-10-13T00:00:00-05:00,2019-10-13,2019,10,13,streetscape
8.01,18.16,4.65,5.24,7.77,SWLSANDBOX1,2019-10-14T00:00:00-05:00,2019-10-14,2019,10,14,streetscape
23.08,1012.5,2.62,6.71,18.7,SWLSANDBOX1,2019-10-15T00:00:00-05:00,2019-10-15,2019,10,15,streetscape
12.39,332.11,2.12,5.2,12.49,SWLSANDBOX1,2019-10-16T00:00:00-05:00,2019-10-16,2019,10,16,streetscape
21.8,1014.21,3.13,6.76,16.17,SWLSANDBOX1,2019-10-17T00:00:00-05:00,2019-10-17,2019,10,17,streetscape
21.67,1214.0,3.14,7.28,18.12,SWLSANDBOX1,2019-10-18T00:00:00-05:00,2019-10-18,2019,10,18,streetscape
23.45,215.14,2.56,4.21,15.71,SWLSANDBOX1,2019-10-19T00:00:00-05:00,2019-10-19,2019,10,19,streetscape
12.36,141.53,2.6,6.26,14.49,SWLSANDBOX1,2019-10-20T00:00:00-05:00,2019-10-20,2019,10,20,streetscape
29.87,2592.75,3.1,5.69,13.55,SWLSANDBOX1,2019-10-21T00:00:00-05:00,2019-10-21,2019,10,21,streetscape
16.81,737.82,3.13,6.28,14.09,SWLSANDBOX1,2019-10-22T00:00:00-05:00,2019-10-22,2019,10,22,streetscape
31.65,2488.62,3.13,7.78,22.95,SWLSANDBOX1,2019-10-23T00:00:00-05:00,2019-10-23,2019,10,23,streetscape
24.01,1539.97,2.64,6.73,17.8,SWLSANDBOX1,2019-10-24T00:00:00-05:00,2019-10-24,2019,10,24,streetscape
26.34,1756.25,3.13,7.33,20.22,SWLSANDBOX1,2019-10-25T00:00:00-05:00,2019-10-25,2019,10,25,streetscape
9.4,28.59,5.22,7.34,12.48,SWLSANDBOX1,2019-10-26T00:00:00-05:00,2019-10-26,2019,10,26,streetscape
17.72,824.21,3.15,7.33,17.69,SWLSANDBOX1,2019-10-27T00:00:00-05:00,2019-10-27,2019,10,27,streetscape
46.37,2191.88,3.66,8.34,17.21,SWLSANDBOX1,2019-10-28T00:00:00-05:00,2019-10-28,2019,10,28,streetscape
35.23,7827.32,3.09,6.77,19.81,SWLSANDBOX1,2019-10-29T00:00:00-05:00,2019-10-29,2019,10,29,streetscape
58.29,6199.41,3.64,7.8,19.79,SWLSANDBOX1,2019-10-30T00:00:00-05:00,2019-10-30,2019,10,30,streetscape
67.99,7299.1,3.11,6.76,19.31,SWLSANDBOX1,2019-10-31T00:00:00-05:00,2019-10-31,2019,10,31,streetscape
23.19,802.33,3.14,7.31,20.83,SWLSANDBOX1,2019-11-01T00:00:00-05:00,2019-11-01,2019,11,01,streetscape
8.21,40.73,2.58,4.71,12.97,SWLSANDBOX1,2019-11-02T00:00:00-05:00,2019-11-02,2019,11,02,streetscape
22.49,2790.89,3.14,7.86,22.85,SWLSANDBOX1,2019-11-03T00:00:00-05:00,2019-11-03,2019,11,03,streetscape
30.48,7177.08,4.18,8.28,16.65,SWLSANDBOX1,2019-11-04T00:00:00-05:00,2019-11-04,2019,11,04,streetscape
28.29,6337.42,3.12,6.8,15.59,SWLSANDBOX1,2019-11-05T00:00:00-05:00,2019-11-05,2019,11,05,streetscape
18.72,1023.55,2.6,5.68,15.1,SWLSANDBOX1,2019-11-06T00:00:00-05:00,2019-11-06,2019,11,06,streetscape
32.29,1499.62,3.6,8.84,28.69,SWLSANDBOX1,2019-11-07T00:00:00-05:00,2019-11-07,2019,11,07,streetscape
15.27,340.65,2.63,6.26,14.59,SWLSANDBOX1,2019-11-08T00:00:00-05:00,2019-11-08,2019,11,08,streetscape
6.3,27.12,2.57,4.65,9.4,SWLSANDBOX1,2019-11-09T00:00:00-05:00,2019-11-09,2019,11,09,streetscape
35.44,849.37,4.16,21.06,38.44,SWLSANDBOX1,2019-11-10T00:00:00-05:00,2019-11-10,2019,11,10,streetscape
18.03,134.78,2.57,6.75,26.75,SWLSANDBOX1,2019-11-11T00:00:00-05:00,2019-11-11,2019,11,11,streetscape
40.34,5575.13,3.13,8.31,24.97,SWLSANDBOX1,2019-11-12T00:00:00-05:00,2019-11-12,2019,11,12,streetscape
13.79,422.9,2.6,5.68,13.48,SWLSANDBOX1,2019-11-13T00:00:00-05:00,2019-11-13,2019,11,13,streetscape
19.04,1027.12,2.62,6.72,17.16,SWLSANDBOX1,2019-11-14T00:00:00-05:00,2019-11-14,2019,11,14,streetscape
16.81,435.84,2.61,6.26,17.67,SWLSANDBOX1,2019-11-15T00:00:00-05:00,2019-11-15,2019,11,15,streetscape
35.83,3218.83,3.64,9.34,30.16,SWLSANDBOX1,2019-11-16T00:00:00-05:00,2019-11-16,2019,11,16,streetscape
33.44,1917.75,2.11,6.22,13.49,SWLSANDBOX1,2019-11-17T00:00:00-05:00,2019-11-17,2019,11,17,streetscape
16.34,334.45,2.63,6.74,16.69,SWLSANDBOX1,2019-11-18T00:00:00-05:00,2019-11-18,2019,11,18,streetscape
20.29,1194.43,2.63,6.29,18.23,SWLSANDBOX1,2019-11-19T00:00:00-05:00,2019-11-19,2019,11,19,streetscape
20.26,741.01,2.6,5.76,16.13,SWLSANDBOX1,2019-11-20T00:00:00-05:00,2019-11-20,2019,11,20,streetscape
21.49,669.43,3.07,6.76,19.82,SWLSANDBOX1,2019-11-21T00:00:00-05:00,2019-11-21,2019,11,21,streetscape
16.58,458.17,2.62,5.76,16.1,SWLSANDBOX1,2019-11-22T00:00:00-05:00,2019-11-22,2019,11,22,streetscape
12.84,485.22,2.61,5.76,13.5,SWLSANDBOX1,2019-11-23T00:00:00-05:00,2019-11-23,2019,11,23,streetscape
11.79,507.17,2.09,4.7,10.94,SWLSANDBOX1,2019-11-24T00:00:00-05:00,2019-11-24,2019,11,24,streetscape
19.31,631.45,3.12,6.23,13.1,SWLSANDBOX1,2019-11-25T00:00:00-05:00,2019-11-25,2019,11,25,streetscape
25.39,1194.92,3.1,6.78,17.67,SWLSANDBOX1,2019-11-26T00:00:00-05:00,2019-11-26,2019,11,26,streetscape
8.17,76.98,2.61,4.64,9.33,SWLSANDBOX1,2019-11-27T00:00:00-05:00,2019-11-27,2019,11,27,streetscape
15.1,213.53,2.1,5.77,16.63,SWLSANDBOX1,2019-11-28T00:00:00-05:00,2019-11-28,2019,11,28,streetscape
8.95,129.78,1.58,4.16,9.35,SWLSANDBOX1,2019-11-29T00:00:00-05:00,2019-11-29,2019,11,29,streetscape
11.0,47.35,2.63,6.69,9.41,SWLSANDBOX1,2019-11-30T00:00:00-05:00,2019-11-30,2019,11,30,streetscape
8.36,8.36,8.36,8.36,8.36,SWLSANDBOX1,2019-12-01T00:00:00-05:00,2019-12-01,2019,12,01,streetscape
5.51,21.43,2.07,4.21,7.76,SWLSANDBOX1,2019-12-02T00:00:00-05:00,2019-12-02,2019,12,02,streetscape
5.58,27.64,2.64,4.19,6.75,SWLSANDBOX1,2019-12-03T00:00:00-05:00,2019-12-03,2019,12,03,streetscape
5.9,27.62,2.59,3.68,5.72,SWLSANDBOX1,2019-12-04T00:00:00-05:00,2019-12-04,2019,12,04,streetscape
17.14,549.0,3.11,6.21,13.04,SWLSANDBOX1,2019-12-05T00:00:00-05:00,2019-12-05,2019,12,05,streetscape
11.09,218.66,2.61,4.72,10.93,SWLSANDBOX1,2019-12-06T00:00:00-05:00,2019-12-06,2019,12,06,streetscape
17.08,125.62,4.1,7.26,17.72,SWLSANDBOX1,2019-12-07T00:00:00-05:00,2019-12-07,2019,12,07,streetscape
39.67,587.3,6.22,15.72,42.07,SWLSANDBOX1,2019-12-08T00:00:00-05:00,2019-12-08,2019,12,08,streetscape
23.33,345.85,2.61,6.29,17.17,SWLSANDBOX1,2019-12-09T00:00:00-05:00,2019-12-09,2019,12,09,streetscape
18.67,335.11,3.63,7.86,18.25,SWLSANDBOX1,2019-12-10T00:00:00-05:00,2019-12-10,2019,12,10,streetscape
12.49,323.8,3.14,5.72,8.86,SWLSANDBOX1,2019-12-11T00:00:00-05:00,2019-12-11,2019,12,11,streetscape
14.53,44.15,4.7,9.35,27.61,SWLSANDBOX1,2019-12-12T00:00:00-05:00,2019-12-12,2019,12,12,streetscape
7.21,37.46,2.13,5.75,9.98,SWLSANDBOX1,2019-12-13T00:00:00-05:00,2019-12-13,2019,12,13,streetscape
12.83,43.7,5.23,6.74,14.07,SWLSANDBOX1,2019-12-14T00:00:00-05:00,2019-12-14,2019,12,14,streetscape
21.02,274.25,3.66,6.26,15.12,SWLSANDBOX1,2019-12-15T00:00:00-05:00,2019-12-15,2019,12,15,streetscape
10.41,215.08,2.62,5.75,9.41,SWLSANDBOX1,2019-12-16T00:00:00-05:00,2019-12-16,2019,12,16,streetscape
28.27,652.39,3.14,6.81,18.17,SWLSANDBOX1,2019-12-17T00:00:00-05:00,2019-12-17,2019,12,17,streetscape
21.32,1140.99,2.62,6.19,16.12,SWLSANDBOX1,2019-12-18T00:00:00-05:00,2019-12-18,2019,12,18,streetscape
24.03,1919.94,3.14,7.79,21.34,SWLSANDBOX1,2019-12-19T00:00:00-05:00,2019-12-19,2019,12,19,streetscape
15.04,456.43,2.63,5.71,13.05,SWLSANDBOX1,2019-12-20T00:00:00-05:00,2019-12-20,2019,12,20,streetscape
2.84,4.17,1.52,4.17,4.17,SWLSANDBOX1,2019-12-21T00:00:00-05:00,2019-12-21,2019,12,21,streetscape
4.53,9.87,2.06,4.18,6.85,SWLSANDBOX1,2019-12-22T00:00:00-05:00,2019-12-22,2019,12,22,streetscape
11.2,117.72,2.63,5.18,9.93,SWLSANDBOX1,2019-12-23T00:00:00-05:00,2019-12-23,2019,12,23,streetscape
3.57,13.47,1.05,2.04,6.29,SWLSANDBOX1,2019-12-24T00:00:00-05:00,2019-12-24,2019,12,24,streetscape
0.0,0.0,0.0,0.0,0.0,SWLSANDBOX1,2019-12-25T00:00:00-05:00,2019-12-25,2019,12,25,streetscape
2.61,2.61,2.61,2.61,2.61,SWLSANDBOX1,2019-12-26T00:00:00-05:00,2019-12-26,2019,12,26,streetscape
10.02,177.85,2.56,4.67,8.85,SWLSANDBOX1,2019-12-27T00:00:00-05:00,2019-12-27,2019,12,27,streetscape
22.83,553.82,3.15,8.8,25.95,SWLSANDBOX1,2019-12-28T00:00:00-05:00,2019-12-28,2019,12,28,streetscape
5.39,93.85,2.1,4.21,6.29,SWLSANDBOX1,2019-12-29T00:00:00-05:00,2019-12-29,2019,12,29,streetscape
18.91,652.23,2.62,5.73,14.66,SWLSANDBOX1,2019-12-30T00:00:00-05:00,2019-12-30,2019,12,30,streetscape
30.47,79.7,5.25,25.04,51.58,SWLSANDBOX1,2019-12-31T00:00:00-05:00,2019-12-31,2019,12,31,streetscape
40.09,83.26,8.91,48.03,61.39,SWLSANDBOX1,2020-01-01T00:00:00-05:00,2020-01-01,2020,01,01,streetscape
107.05,13420.41,2.11,5.64,12.02,SWLSANDBOX1,2020-01-02T00:00:00-05:00,2020-01-02,2020,01,02,streetscape
67.09,35983.57,2.65,6.18,13.01,SWLSANDBOX1,2020-01-03T00:00:00-05:00,2020-01-03,2020,01,03,streetscape
38.29,2345.69,8.32,21.86,52.06,SWLSANDBOX1,2020-01-04T00:00:00-05:00,2020-01-04,2020,01,04,streetscape
70.87,33057.84,5.73,14.59,44.69,SWLSANDBOX1,2020-01-05T00:00:00-05:00,2020-01-05,2020,01,05,streetscape
33.5,161.37,5.25,23.94,51.52,SWLSANDBOX1,2020-01-06T00:00:00-05:00,2020-01-06,2020,01,06,streetscape
14.91,291.1,2.63,5.73,11.93,SWLSANDBOX1,2020-01-07T00:00:00-05:00,2020-01-07,2020,01,07,streetscape
11.84,270.52,2.11,4.68,11.95,SWLSANDBOX1,2020-01-08T00:00:00-05:00,2020-01-08,2020,01,08,streetscape
15.03,355.39,2.61,5.68,11.95,SWLSANDBOX1,2020-01-09T00:00:00-05:00,2020-01-09,2020,01,09,streetscape
12.3,373.48,2.59,4.74,10.41,SWLSANDBOX1,2020-01-10T00:00:00-05:00,2020-01-10,2020,01,10,streetscape
